gene,observed_transmissibility,predicted_transmissibility_oof,n_amplified_cases,predicted_percentile,observed_percentile,residual,predicted_rank
NOLC1,0.8596,0.6881,57,0.943,0.9551,0.1715,396
ZCRB1,0.6379,0.6879,116,0.9428,0.7754,-0.05,397
TMA16,0.3617,0.6878,47,0.9427,0.5117,-0.3261,398
AFG3L2,0.4242,0.6875,99,0.9425,0.5749,-0.2633,399
SF3A2,0.7703,0.6874,74,0.9424,0.8866,0.0829,400
SNRPD1,0.6786,0.6874,112,0.9422,0.8109,-0.0088,401
SF3B1,0.7576,0.6871,99,0.9421,0.8766,0.0705,402
YBX1,0.7816,0.687,87,0.942,0.896,0.0946,403
RNGTT,0.84,0.687,50,0.9418,0.9428,0.153,404
VCPIP1,0.5461,0.687,141,0.9417,0.6915,-0.1409,405
CEP192,0.3737,0.6868,99,0.9415,0.5256,-0.3131,406
NUP214,0.8448,0.6867,58,0.9414,0.9464,0.1581,407
SNRPF,0.6863,0.6863,102,0.9412,0.8187,-0.0001,408
ASCC3,0.8936,0.686,47,0.9411,0.975,0.2077,409
SMARCA4,0.7529,0.6857,85,0.9409,0.8722,0.0672,410
RPSA,0.5417,0.6856,48,0.9408,0.6883,-0.144,411
CTCF,0.2737,0.6854,95,0.9407,0.4099,-0.4117,412
NCOA6,0.4878,0.6852,164,0.9405,0.6408,-0.1974,413
DNAJC17,0.5957,0.6851,47,0.9404,0.7365,-0.0893,414
XRCC6,0.7627,0.685,59,0.9402,0.8797,0.0777,415
TRA2B,0.7558,0.6849,172,0.9401,0.875,0.0709,416
ARIH1,0.7288,0.6846,59,0.9399,0.8543,0.0442,417
CBLL1,0.493,0.6843,213,0.9398,0.6467,-0.1914,418
SFSWAP,0.6778,0.6842,90,0.9396,0.8097,-0.0064,419
ZNF830,0.51,0.6842,100,0.9395,0.6619,-0.1742,420
SBNO1,0.9485,0.6837,97,0.9394,0.9942,0.2647,421
CHD2,0.662,0.6835,71,0.9392,0.7986,-0.0215,422
SRSF9,0.9082,0.6835,98,0.9391,0.9813,0.2247,423
EIF4A3,0.8142,0.6828,113,0.9389,0.9204,0.1313,424
ADNP,0.8431,0.6828,153,0.9388,0.9456,0.1603,425
EWSR1,0.4925,0.6825,67,0.9386,0.6465,-0.19,426
NOC4L,0.8333,0.6822,90,0.9385,0.9375,0.1511,427
RBM33,0.7475,0.6816,202,0.9383,0.8695,0.066,428
RBM14,0.8077,0.6812,104,0.9382,0.915,0.1265,429
CDC37,0.4762,0.681,84,0.9381,0.6292,-0.2048,430
PRPF38B,0.7377,0.6799,61,0.9379,0.8612,0.0578,431
CD2BP2,0.8661,0.6798,112,0.9378,0.9594,0.1862,432
PAFAH1B1,0.1818,0.6798,44,0.9376,0.2838,-0.498,433
RBM22,0.8067,0.6788,119,0.9375,0.9139,0.1279,434
EP400,0.6222,0.678,90,0.9373,0.7597,-0.0558,435
CCDC86,0.9231,0.6779,78,0.9372,0.9864,0.2452,436
RUVBL1,0.7459,0.6775,122,0.937,0.868,0.0684,437
MED4,0.5918,0.6774,49,0.9369,0.7331,-0.0856,438
NSRP1,0.7812,0.6774,96,0.9368,0.8955,0.1039,439
KAT8,0.3909,0.6773,110,0.9366,0.5427,-0.2864,440
PNPT1,0.4083,0.6771,120,0.9365,0.5588,-0.2688,441
EXOSC7,0.6596,0.6769,47,0.9363,0.7945,-0.0174,442
SCD,0.5263,0.6766,57,0.9362,0.6731,-0.1503,443
ZNHIT6,0.8361,0.6765,61,0.936,0.9394,0.1596,444
CCT6A,0.4554,0.6765,224,0.9359,0.609,-0.2211,445
NCBP1,0.7241,0.6761,58,0.9357,0.8511,0.048,446
RFC2,0.7005,0.6761,217,0.9356,0.8316,0.0243,447
MED6,0.6835,0.676,79,0.9355,0.8152,0.0076,448
PRPF4B,0.8409,0.676,88,0.9353,0.9434,0.1649,449
ARCN1,0.6986,0.6759,73,0.9352,0.8298,0.0227,450
CHORDC1,0.8202,0.6758,89,0.935,0.9259,0.1444,451
CPSF2,0.7952,0.6758,83,0.9349,0.9054,0.1194,452
DROSHA,0.7594,0.6757,187,0.9347,0.8777,0.0836,453
AHCTF1,0.5838,0.6756,185,0.9346,0.7254,-0.0918,454
HP1BP3,0.1746,0.6755,63,0.9344,0.2743,-0.5009,455
NOC2L,0.8955,0.6752,67,0.9343,0.9763,0.2204,456
JMJD1C,0.3731,0.675,67,0.9342,0.5245,-0.3019,457
NOL7,0.6489,0.6749,94,0.934,0.7848,-0.026,458
GLE1,0.661,0.6745,59,0.9339,0.7974,-0.0135,459
CDK12,0.9583,0.674,120,0.9337,0.9965,0.2844,460
NVL,0.7901,0.6739,181,0.9336,0.9025,0.1162,461
CCT3,0.655,0.6739,200,0.9334,0.7905,-0.0189,462
SRPK1,0.8776,0.6737,98,0.9333,0.9674,0.2039,463
RNPS1,0.3918,0.6734,97,0.9332,0.5437,-0.2817,464
PSMC4,0.746,0.6732,126,0.933,0.8683,0.0728,465
USP8,0.7636,0.6731,55,0.9329,0.881,0.0905,466
RCL1,0.8889,0.6731,54,0.9327,0.9729,0.2158,467
ARID1A,0.7705,0.6728,61,0.9326,0.8871,0.0976,468
ZCCHC8,0.7812,0.6728,96,0.9324,0.8955,0.1084,469
VCP,0.7089,0.6726,79,0.9323,0.8389,0.0362,470
PAK1IP1,0.8265,0.6725,98,0.9321,0.9321,0.1541,471
SRSF5,0.5921,0.6718,76,0.932,0.7335,-0.0797,472
SNRNP27,0.7647,0.6716,119,0.9319,0.8818,0.0931,473
IPO7,0.8689,0.6711,61,0.9317,0.9614,0.1978,474
URB1,0.7945,0.6708,73,0.9316,0.9047,0.1237,475
SETDB1,0.9343,0.6708,198,0.9314,0.99,0.2635,476
VMP1,0.8607,0.6707,122,0.9313,0.9557,0.19,477
ANP32E,0.6462,0.6697,195,0.9311,0.7834,-0.0236,478
RPN2,0.5235,0.6689,149,0.931,0.6701,-0.1454,479
CCNH,0.5542,0.6686,83,0.9308,0.6998,-0.1144,480
CDK7,0.7976,0.6685,84,0.9307,0.9072,0.1291,481
GSPT1,0.713,0.6685,108,0.9306,0.8432,0.0445,482
SETD1A,0.5946,0.6682,111,0.9304,0.7354,-0.0736,483
SRSF11,0.7656,0.668,64,0.9303,0.8833,0.0977,484
RPL4,0.614,0.6679,57,0.9301,0.7532,-0.0538,485
RARS,0.6111,0.6675,126,0.93,0.7509,-0.0564,486
TNPO1,0.6163,0.6675,86,0.9298,0.7548,-0.0512,487
NEDD8,0.1566,0.667,83,0.9297,0.2483,-0.5104,488
APC,0.2308,0.6662,91,0.9295,0.3504,-0.4354,489
CBX1,0.3947,0.6657,114,0.9294,0.5458,-0.2709,490
YLPM1,0.7654,0.6648,81,0.9293,0.8829,0.1007,491
BRF1,0.4118,0.6647,85,0.9291,0.5633,-0.2529,492
DHX38,0.7917,0.6645,96,0.929,0.9033,0.1271,493
BRPF1,0.4423,0.6644,52,0.9288,0.595,-0.2221,494
CCT4,0.621,0.6644,124,0.9287,0.7592,-0.0435,495
URB2,0.7418,0.6644,182,0.9285,0.8646,0.0773,496
GRWD1,0.7701,0.6642,87,0.9284,0.8864,0.1059,497
LSM14A,0.8203,0.664,128,0.9282,0.9261,0.1563,498
RANBP1,0.8889,0.6638,81,0.9281,0.9729,0.2251,499
SET,0.85,0.6638,60,0.928,0.9494,0.1862,500
KRI1,0.881,0.6636,84,0.9278,0.9696,0.2174,501
XRCC4,0.8675,0.6635,83,0.9277,0.9605,0.204,502
CCT5,0.6596,0.6635,188,0.9275,0.7945,-0.0039,503
INTS1,0.7748,0.6634,222,0.9274,0.8909,0.1114,504
RAD21,0.1754,0.6633,171,0.9272,0.2753,-0.4879,505
CDK11B,0.8261,0.6633,69,0.9271,0.9314,0.1628,506
CNOT3,0.8617,0.6631,94,0.9269,0.9564,0.1986,507
FUBP1,0.7458,0.6631,59,0.9268,0.8676,0.0827,508
NRDE2,0.4578,0.6627,83,0.9267,0.6111,-0.2049,509
ATP6V1A,0.0265,0.6627,113,0.9265,0.0431,-0.6362,510
DAZAP1,0.5584,0.6626,77,0.9264,0.7032,-0.1041,511
SENP6,0.4098,0.6624,61,0.9262,0.561,-0.2526,512
YEATS2,0.4261,0.6622,176,0.9261,0.5772,-0.2361,513
DDX50,0.8986,0.662,69,0.9259,0.9769,0.2365,514
METAP2,0.5882,0.6615,102,0.9258,0.7295,-0.0733,515
MPHOSPH6,0.5542,0.6613,83,0.9256,0.6998,-0.1071,516
EAPP,0.5872,0.6611,109,0.9255,0.7284,-0.0739,517
RBM15,0.9333,0.661,60,0.9254,0.9897,0.2723,518
BRD8,0.6372,0.661,113,0.9252,0.7742,-0.0238,519
WAC,0.6627,0.6607,83,0.9251,0.7992,0.002,520
UHRF1,0.8442,0.6601,77,0.9249,0.9461,0.184,521
NOP9,0.8193,0.6599,83,0.9248,0.9247,0.1594,522
NELFE,0.7755,0.6595,98,0.9246,0.8918,0.116,523
POGZ,0.7121,0.6595,198,0.9245,0.8425,0.0526,524
NUP85,0.6911,0.6591,123,0.9243,0.8235,0.0319,525
SNRPA1,0.7564,0.659,78,0.9242,0.8753,0.0975,526
METTL14,0.4694,0.6588,49,0.9241,0.6229,-0.1895,527
DYNC1I2,0.0982,0.6588,112,0.9239,0.1633,-0.5606,528
ABCE1,0.8333,0.6586,54,0.9238,0.9375,0.1747,529
CDC27,0.8704,0.6583,108,0.9236,0.9627,0.212,530
RPS10,0.6465,0.6581,99,0.9235,0.7836,-0.0116,531
CHD8,0.8958,0.6578,96,0.9233,0.9766,0.238,532
EIF3F,0.386,0.6574,57,0.9232,0.5382,-0.2714,533
NARS,0.4074,0.6572,54,0.923,0.5575,-0.2498,534
CCNT2,0.551,0.6566,98,0.9229,0.6964,-0.1056,535
FBXO11,0.375,0.6563,120,0.9228,0.5268,-0.2813,536
PRPF31,0.7872,0.656,94,0.9226,0.9004,0.1312,537
PSPC1,0.5094,0.6556,53,0.9225,0.6614,-0.1462,538
RFC4,0.807,0.6554,171,0.9223,0.9142,0.1516,539
URI1,0.6899,0.6551,129,0.9222,0.8227,0.0349,540
CDKAL1,0.8298,0.655,94,0.922,0.9344,0.1747,541
BAZ1B,0.7604,0.6547,217,0.9219,0.8784,0.1057,542
INTS3,0.759,0.6545,195,0.9217,0.8776,0.1045,543
RBM7,0.7681,0.6544,69,0.9216,0.8847,0.1137,544
SRBD1,0.4286,0.6541,119,0.9215,0.5803,-0.2255,545
GTF2F1,0.7101,0.6534,69,0.9213,0.8407,0.0567,546
ANKRD11,0.2025,0.6533,79,0.9212,0.3092,-0.4507,547
NEMF,0.6842,0.6529,95,0.921,0.8159,0.0313,548
NIPBL,0.7696,0.6528,191,0.9209,0.8859,0.1168,549
HNRNPA1,0.9138,0.6524,116,0.9207,0.9831,0.2614,550
TAPT1,0.1967,0.6519,61,0.9206,0.3015,-0.4551,551
RNMT,0.9592,0.6514,98,0.9204,0.9968,0.3078,552
POLR2C,0.4792,0.6511,96,0.9203,0.632,-0.172,553
RRM2,0.8036,0.6503,112,0.9202,0.9106,0.1532,554
RBBP5,0.6335,0.6503,191,0.92,0.7712,-0.0168,555
TSPYL5,0.3512,0.6499,168,0.9199,0.5,-0.2987,556
NKTR,0.5745,0.6491,47,0.9197,0.7168,-0.0747,557
EIF5A,0.5581,0.6488,43,0.9196,0.7028,-0.0907,558
PDE4DIP,0.366,0.6486,194,0.9194,0.5167,-0.2826,559
PSMC5,0.7317,0.6483,123,0.9193,0.8571,0.0834,560
CHERP,0.7692,0.6482,91,0.9191,0.8854,0.121,561
MED13,0.5873,0.6479,126,0.919,0.7287,-0.0606,562
PCNA,0.8806,0.6478,134,0.9189,0.9694,0.2328,563
XPOT,0.8943,0.6476,123,0.9187,0.9753,0.2468,564
PTGES3,0.7059,0.6473,119,0.9186,0.8359,0.0585,565
ACTL6A,0.8556,0.6472,180,0.9184,0.9529,0.2084,566
ZMAT2,0.7414,0.647,116,0.9183,0.8641,0.0944,567
SENP7,0.3964,0.6467,111,0.9181,0.5474,-0.2503,568
C9orf78,0.7458,0.6467,59,0.918,0.8676,0.0991,569
PRR12,0.5435,0.6466,92,0.9178,0.6896,-0.1031,570
UBAP2L,0.8615,0.6465,195,0.9177,0.9562,0.215,571
LARS,0.6639,0.6465,122,0.9176,0.8005,0.0174,572
PSMA4,0.3968,0.646,63,0.9174,0.5484,-0.2491,573
ELL,0.8511,0.6459,94,0.9173,0.9501,0.2052,574
MARS2,0.1717,0.6459,99,0.9171,0.2689,-0.4742,575
KPNA4,0.5963,0.6457,161,0.917,0.7374,-0.0494,576
PCNP,0.6937,0.6455,111,0.9168,0.826,0.0482,577
GTF2E2,0.9,0.6455,60,0.9167,0.9779,0.2545,578
HELZ,0.6748,0.6453,123,0.9165,0.8074,0.0295,579
C11orf58,0.6,0.6447,65,0.9164,0.7407,-0.0447,580
SF3B3,0.8384,0.6444,99,0.9163,0.9417,0.194,581
CMTR1,0.6176,0.6443,102,0.9161,0.7566,-0.0266,582
HNRNPUL1,0.699,0.6442,103,0.916,0.8302,0.0548,583
SMARCD1,0.4956,0.6441,113,0.9158,0.6491,-0.1486,584
ZW10,0.6957,0.6441,69,0.9157,0.8277,0.0516,585
SMARCC1,0.6585,0.6439,41,0.9155,0.7933,0.0146,586
GTF2H3,0.3196,0.6435,97,0.9154,0.4689,-0.3239,587
CPSF3,0.9643,0.6435,112,0.9152,0.9979,0.3208,588
BRD7,0.587,0.6432,92,0.9151,0.7282,-0.0562,589
SRP19,0.3736,0.6428,91,0.915,0.5253,-0.2692,590
POLRMT,0.3636,0.6428,77,0.9148,0.5139,-0.2791,591
EMC7,0.3265,0.6426,49,0.9147,0.4756,-0.3161,592
PSMD12,0.8049,0.6425,123,0.9145,0.9116,0.1624,593
LRPPRC,0.4118,0.6422,119,0.9144,0.5633,-0.2304,594
INTS5,0.4557,0.6421,79,0.9142,0.6093,-0.1864,595
PSMC6,0.7312,0.6416,93,0.9141,0.8566,0.0896,596
CCT2,0.6304,0.6416,138,0.9139,0.7678,-0.0112,597
TMED2,0.7423,0.6414,97,0.9138,0.8652,0.1009,598
POLR2I,0.2581,0.6407,124,0.9137,0.3877,-0.3827,599
TTF2,0.6765,0.6406,68,0.9135,0.8084,0.0359,600
ACTR2,0.1967,0.6404,122,0.9134,0.3015,-0.4437,601
YIPF5,0.6271,0.6402,118,0.9132,0.7647,-0.0131,602
ADSS,0.7606,0.6401,188,0.9131,0.8786,0.1205,603
VRK1,0.7711,0.64,83,0.9129,0.8879,0.1311,604
CHTOP,0.3814,0.6397,194,0.9128,0.5325,-0.2582,605
CARS,0.6939,0.6396,49,0.9126,0.8263,0.0543,606
DNAJC9,0.8406,0.6392,69,0.9125,0.9432,0.2014,607
SURF6,0.7321,0.6389,56,0.9124,0.8576,0.0933,608
FIP1L1,0.7978,0.6389,89,0.9122,0.9073,0.1589,609
SLC4A1AP,0.9328,0.6382,119,0.9121,0.9896,0.2945,610
HNRNPD,0.7091,0.6382,55,0.9119,0.8394,0.0709,611
LYAR,0.6038,0.6379,53,0.9118,0.7446,-0.0341,612
TNRC6A,0.6569,0.6377,102,0.9116,0.7923,0.0191,613
COPB2,0.5793,0.6376,145,0.9115,0.7208,-0.0582,614
RNF20,0.7759,0.6375,58,0.9113,0.8923,0.1383,615
EIF5,0.7717,0.6373,92,0.9112,0.8882,0.1345,616
TUBA1C,0.7297,0.6369,111,0.9111,0.8551,0.0928,617
RCN2,0.8197,0.6367,61,0.9109,0.925,0.183,618
RPL38,0.6695,0.6361,118,0.9108,0.8033,0.0334,619
PTPN11,0.21,0.6354,100,0.9106,0.3194,-0.4254,620
RPS3A,0.5714,0.6353,49,0.9105,0.7151,-0.0639,621
CACYBP,0.794,0.6351,199,0.9103,0.9046,0.1588,622
DDX5,0.881,0.6351,126,0.9102,0.9696,0.2458,623
COPS5,0.0922,0.635,141,0.91,0.1539,-0.5428,624
POLR3F,0.4745,0.635,137,0.9099,0.6273,-0.1605,625
CDC23,0.6726,0.6348,113,0.9098,0.8052,0.0378,626
RABGGTA,0.1566,0.6347,83,0.9096,0.2483,-0.4781,627
MTERF4,0.2267,0.6341,75,0.9095,0.3423,-0.4074,628
EEF1A1,0.7188,0.6341,64,0.9093,0.847,0.0847,629
NUP153,0.9286,0.634,98,0.9092,0.9881,0.2946,630
PNPLA8,0.2347,0.6336,213,0.909,0.3552,-0.3989,631
NGDN,0.8953,0.6331,86,0.9089,0.9761,0.2623,632
TTC4,0.7536,0.6328,69,0.9087,0.8728,0.1208,633
PEX14,0.4154,0.6326,65,0.9086,0.5663,-0.2172,634
NUP160,0.7692,0.6325,65,0.9085,0.8854,0.1367,635
SNAP23,0.4706,0.6325,51,0.9083,0.6242,-0.1619,636
ZFR,0.7831,0.6324,189,0.9082,0.8972,0.1507,637
RPS15A,0.4563,0.632,103,0.908,0.6097,-0.1757,638
MRTO4,0.9688,0.6317,64,0.9079,0.9986,0.337,639
HECTD1,0.6762,0.6317,105,0.9077,0.808,0.0445,640
NAMPT,0.7952,0.6315,210,0.9076,0.9056,0.1638,641
ATIC,0.8675,0.6314,83,0.9075,0.9605,0.2361,642
PDS5B,0.2549,0.6311,51,0.9073,0.3831,-0.3762,643
MED30,0.546,0.631,174,0.9072,0.6913,-0.085,644
CDK9,0.8254,0.6309,63,0.907,0.9303,0.1945,645
CWC25,0.7632,0.6307,114,0.9069,0.8804,0.1324,646
TCF20,0.8947,0.6304,57,0.9067,0.9756,0.2643,647
WARS,0.2209,0.63,86,0.9066,0.335,-0.4091,648
POLR2A,0.7209,0.63,43,0.9064,0.8485,0.0909,649
SUB1,0.6845,0.6299,187,0.9063,0.8163,0.0546,650
MED22,0.5714,0.6298,56,0.9062,0.7151,-0.0584,651
HAUS3,0.7069,0.6296,58,0.906,0.8366,0.0773,652
RPL7,0.5694,0.6291,144,0.9059,0.7131,-0.0597,653
MBD2,0.7407,0.629,54,0.9057,0.8638,0.1118,654
BRWD1,0.6176,0.6289,68,0.9056,0.7566,-0.0112,655
DNAJC8,0.6885,0.6288,61,0.9054,0.8204,0.0598,656
RRP9,0.8261,0.6287,46,0.9053,0.9314,0.1974,657
USP15,0.2941,0.6284,119,0.9051,0.4379,-0.3343,658
DNAJB6,0.197,0.6283,198,0.905,0.3023,-0.4314,659
NCAPD2,0.7643,0.6282,140,0.9049,0.8812,0.1361,660
ZBTB7A,0.3784,0.6279,74,0.9047,0.5296,-0.2495,661
YTHDF3,0.7737,0.6278,137,0.9046,0.8897,0.146,662
PKN2,0.4167,0.6274,60,0.9044,0.5679,-0.2107,663
HNRNPUL2,0.8765,0.6271,81,0.9043,0.9664,0.2494,664
METTL3,0.5312,0.6271,96,0.9041,0.6767,-0.0959,665
GATAD2B,0.6224,0.627,196,0.904,0.7603,-0.0045,666
HNRNPAB,0.9062,0.6267,128,0.9038,0.9807,0.2795,667
FEN1,0.963,0.6266,81,0.9037,0.9977,0.3364,668
POLD3,0.8788,0.6266,99,0.9036,0.968,0.2522,669
PAXIP1,0.395,0.6265,200,0.9034,0.5461,-0.2315,670
CHMP5,0.6173,0.6263,81,0.9033,0.7562,-0.009,671
PIGK,0.623,0.6263,61,0.9031,0.761,-0.0033,672
DNAJC13,0.3359,0.6258,128,0.903,0.4848,-0.2898,673
TSEN54,0.3016,0.6255,126,0.9028,0.4489,-0.3239,674
NUFIP2,0.9798,0.6255,99,0.9027,0.9994,0.3543,675
STX18,0.2963,0.6253,54,0.9025,0.4407,-0.329,676
USP7,0.7685,0.6252,108,0.9024,0.8851,0.1433,677
USP36,0.8455,0.6252,110,0.9023,0.9469,0.2203,678
PTPN23,0.0222,0.6247,45,0.9021,0.0349,-0.6025,679
COPS2,0.1509,0.6245,53,0.902,0.242,-0.4736,680
ZNF217,0.7669,0.6244,163,0.9018,0.8845,0.1425,681
SENP1,0.7456,0.624,114,0.9017,0.8672,0.1216,682
RBM17,0.8333,0.6228,84,0.9015,0.9375,0.2105,683
THOC3,0.7462,0.6228,130,0.9014,0.8685,0.1234,684
RPS8,0.5412,0.6228,85,0.9012,0.6877,-0.0816,685
SREK1,0.7381,0.6227,84,0.9011,0.8615,0.1154,686
SEC63,0.8085,0.6226,47,0.901,0.9154,0.1859,687
ARID1B,0.3913,0.6222,46,0.9008,0.5432,-0.2309,688
RXRB,0.567,0.6222,97,0.9007,0.7108,-0.0551,689
DNAJC14,0.5593,0.6221,118,0.9005,0.7042,-0.0628,690
RPS25,0.7714,0.6221,70,0.9004,0.8881,0.1494,691
CTU2,0.7975,0.6219,79,0.9002,0.907,0.1756,692
RPA2,0.6774,0.6218,62,0.9001,0.8091,0.0556,693
SNIP1,0.642,0.6218,81,0.8999,0.7789,0.0202,694
RBM42,0.6129,0.6215,124,0.8998,0.7521,-0.0086,695
LONP1,0.3243,0.6211,74,0.8997,0.4731,-0.2968,696
PPIG,0.7297,0.6209,111,0.8995,0.8551,0.1088,697
THOC5,0.6269,0.6208,67,0.8994,0.7641,0.0061,698
TUBB,0.625,0.6206,96,0.8992,0.7627,0.0044,699
EPRS,0.7432,0.6204,183,0.8991,0.866,0.1228,700
CLASRP,0.6224,0.6204,98,0.8989,0.7603,0.002,701
ARID4B,0.7527,0.6204,186,0.8988,0.8718,0.1323,702
METTL16,0.5814,0.6197,43,0.8986,0.7224,-0.0384,703
PSMA1,0.5362,0.6197,69,0.8985,0.6827,-0.0835,704
PTMS,0.1871,0.6195,139,0.8984,0.2896,-0.4325,705
PDAP1,0.6273,0.6193,220,0.8982,0.7649,0.008,706
DIS3,0.9565,0.6193,69,0.8981,0.996,0.3372,707
CREBBP,0.5714,0.6193,105,0.8979,0.7151,-0.0479,708
ATR,0.6351,0.6192,148,0.8978,0.7725,0.016,709
EIF3I,0.7077,0.6191,65,0.8976,0.8376,0.0886,710
CNOT4,0.4854,0.619,206,0.8975,0.6385,-0.1335,711
PPP4R1,0.8265,0.6184,98,0.8973,0.9321,0.2081,712
RBM26,0.875,0.6181,64,0.8972,0.9655,0.2569,713
ZC3H4,0.7857,0.6177,84,0.8971,0.8995,0.168,714
CCT8,0.7222,0.6175,72,0.8969,0.8498,0.1047,715
TM9SF2,0.7746,0.6172,71,0.8968,0.8906,0.1574,716
PRRC2B,0.661,0.616,59,0.8966,0.7974,0.0451,717
UPF1,0.5312,0.6159,96,0.8965,0.6767,-0.0847,718
EXOSC4,0.4085,0.6159,164,0.8963,0.5592,-0.2073,719
DNAJA1,0.8052,0.6156,77,0.8962,0.9118,0.1896,720
TRRAP,0.6516,0.6155,221,0.896,0.7875,0.0361,721
PPWD1,0.7349,0.6154,83,0.8959,0.8598,0.1196,722
MYBBP1A,0.9524,0.6153,42,0.8958,0.9951,0.3371,723
MED17,0.8235,0.6151,85,0.8956,0.9282,0.2084,724
COIL,0.9204,0.6145,113,0.8955,0.9855,0.3058,725
ZNF638,0.7833,0.6143,120,0.8953,0.8976,0.169,726
NHP2,0.5156,0.614,128,0.8952,0.6649,-0.0984,727
PPP4R2,0.6087,0.6139,46,0.895,0.7486,-0.0052,728
ATP1A1,0.1385,0.6139,65,0.8949,0.2204,-0.4754,729
DCTN2,0.0484,0.6138,124,0.8947,0.0816,-0.5654,730
RPS6,0.5217,0.6134,46,0.8946,0.6689,-0.0917,731
THOC1,0.8532,0.6134,109,0.8945,0.9516,0.2398,732
TNRC6B,0.8,0.6134,60,0.8943,0.9082,0.1866,733
PSMC1,0.7952,0.6133,83,0.8942,0.9054,0.1818,734
DHX36,0.7516,0.6133,157,0.894,0.8715,0.1383,735
BAZ1A,0.9545,0.6131,110,0.8939,0.9957,0.3414,736
UBAC2,0.8406,0.6129,69,0.8937,0.9432,0.2277,737
FRG1,0.5192,0.6129,52,0.8936,0.6673,-0.0937,738
PELP1,0.6429,0.6129,42,0.8934,0.7796,0.03,739
CAST,0.4138,0.6126,87,0.8933,0.5652,-0.1988,740
ANAPC4,0.2807,0.6126,57,0.8932,0.4196,-0.3319,741
HSPA4,0.4909,0.6125,110,0.893,0.6448,-0.1216,742
EIF1,0.5135,0.6123,111,0.8929,0.6635,-0.0988,743
ZEB2,0.0505,0.6122,99,0.8927,0.0858,-0.5617,744
SEC13,0.3125,0.612,48,0.8926,0.4615,-0.2995,745
YTHDF1,0.8854,0.6119,157,0.8924,0.9714,0.2734,746
TWF1,0.8319,0.6118,113,0.8923,0.9365,0.2201,747
GTF3C1,0.7547,0.6116,106,0.8921,0.874,0.1431,748
RAI1,0.8864,0.6109,44,0.892,0.972,0.2754,749
GAR1,0.7021,0.6107,47,0.8919,0.833,0.0914,750
PPP1R8,0.7258,0.6105,62,0.8917,0.8532,0.1153,751
DHX29,0.4545,0.6104,88,0.8916,0.6081,-0.1559,752
MPHOSPH8,0.6154,0.6104,52,0.8914,0.754,0.005,753
DDX17,0.6034,0.6097,58,0.8913,0.744,-0.0063,754
GTF3C5,0.9455,0.6095,55,0.8911,0.9929,0.3359,755
KDM3B,0.8761,0.6095,113,0.891,0.9662,0.2666,756
SYMPK,0.8901,0.6094,91,0.8908,0.9738,0.2807,757
SETX,0.5789,0.6093,57,0.8907,0.7203,-0.0304,758
TELO2,0.697,0.6093,99,0.8906,0.8285,0.0877,759
TP53BP1,0.8824,0.6093,51,0.8904,0.9703,0.273,760
BTAF1,0.9322,0.6088,59,0.8903,0.9892,0.3234,761
TSG101,0.5667,0.6085,60,0.8901,0.7105,-0.0419,762
CKAP5,0.7538,0.6083,65,0.89,0.8734,0.1456,763
DGCR8,0.7531,0.6079,81,0.8898,0.8724,0.1452,764
GFM1,0.3711,0.6078,159,0.8897,0.5227,-0.2367,765
DDX52,0.8716,0.6077,109,0.8895,0.9633,0.2638,766
SRSF3,0.6869,0.6073,99,0.8894,0.8195,0.0796,767
DNAJC2,0.8774,0.607,212,0.8893,0.9671,0.2704,768
GEMIN4,0.814,0.6068,43,0.8891,0.9202,0.2071,769
RPS7,0.8091,0.606,110,0.889,0.9162,0.2031,770
LIN54,0.5273,0.6056,55,0.8888,0.6741,-0.0783,771
ZNF428,0.5102,0.6054,98,0.8887,0.6622,-0.0952,772
EIF3H,0.6433,0.6052,171,0.8885,0.7802,0.038,773
WDR74,0.875,0.6045,80,0.8884,0.9655,0.2705,774
NUP93,0.8646,0.6042,96,0.8882,0.9584,0.2604,775
NUP107,0.8382,0.6042,136,0.8881,0.9415,0.2341,776
NUP62,0.7416,0.6041,89,0.888,0.8644,0.1374,777
TACC3,0.8571,0.6035,63,0.8878,0.9537,0.2536,778
SCAF1,0.6556,0.6034,90,0.8877,0.7912,0.0521,779
RPTOR,0.2212,0.6031,113,0.8875,0.3352,-0.3819,780
CLCC1,0.4677,0.6029,62,0.8874,0.6202,-0.1352,781
SAFB2,0.3919,0.6027,74,0.8872,0.5439,-0.2108,782
WASF2,0.1452,0.6025,62,0.8871,0.232,-0.4573,783
CHAMP1,0.6795,0.6025,78,0.8869,0.8117,0.077,784
ATP6V1B2,0.0175,0.6023,57,0.8868,0.0256,-0.5848,785
MBD4,0.7698,0.6022,126,0.8867,0.8861,0.1676,786
ZNF800,0.4221,0.602,199,0.8865,0.5733,-0.1798,787
LETM1,0.4603,0.6018,63,0.8864,0.6133,-0.1415,788
ZC3H7A,0.4679,0.6016,109,0.8862,0.6204,-0.1337,789
EIF2S1,0.9091,0.6016,77,0.8861,0.9818,0.3075,790
PIP5K1A,0.255,0.6015,200,0.8859,0.3836,-0.3465,791
LNPEP,0.5977,0.6009,87,0.8858,0.7386,-0.0032,792
NUP188,0.8667,0.6008,60,0.8856,0.9598,0.2659,793
ANP32A,0.6441,0.6007,59,0.8855,0.7816,0.0433,794
CIRBP,0.2468,0.6001,77,0.8854,0.3716,-0.3534,795
GTF2H4,0.3814,0.6001,97,0.8852,0.5325,-0.2186,796
