gene,transmissibility,n_amplified_cases,n_rows,meets_primary_20,meets_relaxed_10
NRBF2,0.7014925373134329,67,67,True,True
NRBP1,0.4406779661016949,118,118,True,True
NRBP2,0.10365853658536585,164,164,True,True
NRCAM,0.11737089201877934,213,213,True,True
NRDE2,0.4578313253012048,83,83,True,True
NRF1,0.23902439024390243,205,205,True,True
NRGN,0.02857142857142857,70,70,True,True
NRIP2,0.014084507042253521,142,142,True,True
NRM,0.125,96,96,True,True
NRP1,0.13793103448275862,87,87,True,True
NRP2,0.40860215053763443,93,93,True,True
NSA2,0.8414634146341463,82,82,True,True
NSF,0.5135135135135135,111,111,True,True
NSFL1C,0.4166666666666667,132,132,True,True
NSL1,0.3891891891891892,185,185,True,True
NSMAF,0.2814814814814815,135,135,True,True
NSMCE1,0.5,104,104,True,True
NSMCE2,0.6815642458100558,179,179,True,True
NSMCE4A,0.3333333333333333,63,63,True,True
NSRP1,0.78125,96,96,True,True
NSUN2,0.9408602150537635,186,186,True,True
NSUN4,0.4177215189873418,79,79,True,True
NSUN5,0.6926605504587156,218,218,True,True
NSUN6,0.4444444444444444,81,81,True,True
NT5C,0.16129032258064516,124,124,True,True
NT5C2,0.631578947368421,57,57,True,True
NT5C3A,0.6563876651982379,227,227,True,True
NT5C3B,0.33035714285714285,112,112,True,True
NT5DC1,0.6888888888888889,45,45,True,True
NT5DC2,0.8181818181818182,44,44,True,True
NT5DC3,0.44554455445544555,101,101,True,True
NT5E,0.13725490196078433,51,51,True,True
NTAN1,0.08411214953271028,107,107,True,True
NTHL1,0.27,100,100,True,True
NTMT1,0.6271186440677966,59,59,True,True
NTN1,0.16666666666666666,42,42,True,True
NTN4,0.00980392156862745,102,102,True,True
NTPCR,0.3891891891891892,185,185,True,True
NUB1,0.5467980295566502,203,203,True,True
NUBP1,0.44642857142857145,112,112,True,True
NUBP2,0.48514851485148514,101,101,True,True
NUBPL,0.1650485436893204,103,103,True,True
NUCB1,0.6629213483146067,89,89,True,True
NUCB2,0.7301587301587301,63,63,True,True
NUCKS1,0.5916230366492147,191,191,True,True
NUDC,0.7377049180327869,61,61,True,True
NUDCD1,0.8895348837209303,172,172,True,True
NUDCD2,0.3492063492063492,126,126,True,True
NUDCD3,0.5520361990950227,221,221,True,True
NUDT1,0.8288288288288288,222,222,True,True
NUDT12,0.1511627906976744,86,86,True,True
NUDT14,0.3023255813953488,86,86,True,True
NUDT15,0.6326530612244898,49,49,True,True
NUDT16,0.14960629921259844,127,127,True,True
NUDT16L1,0.42592592592592593,108,108,True,True
NUDT18,0.2711864406779661,59,59,True,True
NUDT19,0.21705426356589147,129,129,True,True
NUDT2,0.358974358974359,78,78,True,True
NUDT21,0.5578947368421052,95,95,True,True
NUDT3,0.12121212121212122,99,99,True,True
NUDT4,0.19607843137254902,102,102,True,True
NUDT5,0.8352941176470589,85,85,True,True
NUDT8,0.2037037037037037,108,108,True,True
NUDT9,0.14545454545454545,55,55,True,True
NUFIP2,0.9797979797979798,99,99,True,True
NUMA1,0.5392156862745098,102,102,True,True
NUMB,0.10714285714285714,84,84,True,True
NUMBL,0.19827586206896552,116,116,True,True
NUP107,0.8382352941176471,136,136,True,True
NUP133,0.7252747252747253,182,182,True,True
NUP153,0.9285714285714286,98,98,True,True
NUP155,0.8210526315789474,190,190,True,True
NUP160,0.7692307692307693,65,65,True,True
NUP188,0.8666666666666667,60,60,True,True
NUP205,0.8495145631067961,206,206,True,True
NUP210,0.6458333333333334,48,48,True,True
NUP214,0.8448275862068966,58,58,True,True
NUP35,0.6238532110091743,109,109,True,True
NUP37,0.6274509803921569,102,102,True,True
NUP43,0.22916666666666666,48,48,True,True
NUP50,0.9285714285714286,56,56,True,True
NUP54,0.78125,64,64,True,True
NUP62,0.7415730337078652,89,89,True,True
NUP85,0.6910569105691057,123,123,True,True
NUP88,0.8048780487804879,41,41,True,True
NUP93,0.8645833333333334,96,96,True,True
NUP98,0.8421052631578947,57,57,True,True
NUPR1,0.18181818181818182,110,110,True,True
NUTF2,0.3125,96,96,True,True
NVL,0.7900552486187845,181,181,True,True
NXF1,0.75,80,80,True,True
NXN,0.30952380952380953,42,42,True,True
OAF,0.15942028985507245,69,69,True,True
OARD1,0.3173076923076923,104,104,True,True
OAS1,0.3333333333333333,99,99,True,True
OAS2,0.5408163265306123,98,98,True,True
OAS3,0.8061224489795918,98,98,True,True
OASL,0.2755102040816326,98,98,True,True
OAT,0.546875,64,64,True,True
OBSL1,0.24691358024691357,81,81,True,True
OCIAD1,0.4430379746835443,79,79,True,True
OCIAD2,0.725,80,80,True,True
OCLN,0.14457831325301204,83,83,True,True
ODF2,0.05084745762711865,59,59,True,True
OGDH,0.036036036036036036,222,222,True,True
OGDHL,0.05405405405405406,74,74,True,True
OGFOD1,0.6631578947368421,95,95,True,True
OGFOD2,0.42857142857142855,98,98,True,True
OGFOD3,0.5272727272727272,110,110,True,True
OGFR,0.6948051948051948,154,154,True,True
OGFRL1,0.13636363636363635,66,66,True,True
OGN,0.06779661016949153,59,59,True,True
OLA1,0.7090909090909091,110,110,True,True
OLFM4,0.2549019607843137,51,51,True,True
OLFML1,0.03508771929824561,57,57,True,True
OLFML3,0.016666666666666666,60,60,True,True
OMA1,0.14516129032258066,62,62,True,True
OMD,0.5254237288135594,59,59,True,True
OPA1,0.44047619047619047,168,168,True,True
OPA3,0.2967032967032967,91,91,True,True
OPLAH,0.3475609756097561,164,164,True,True
OPTN,0.14457831325301204,83,83,True,True
ORC2,0.8247422680412371,97,97,True,True
ORC3,0.7307692307692307,52,52,True,True
ORC4,0.72,100,100,True,True
ORC5,0.6333333333333333,210,210,True,True
ORM1,0.03571428571428571,56,56,True,True
ORM2,0.0,56,56,True,True
OS9,0.6904761904761905,126,126,True,True
OSBP,0.46153846153846156,78,78,True,True
OSBP2,0.09090909090909091,66,66,True,True
OSBPL10,0.3404255319148936,47,47,True,True
OSBPL11,0.36885245901639346,122,122,True,True
OSBPL1A,0.13131313131313133,99,99,True,True
OSBPL3,0.74235807860262,229,229,True,True
OSBPL5,0.32,50,50,True,True
OSBPL7,0.10714285714285714,112,112,True,True
OSBPL8,0.43243243243243246,111,111,True,True
OSBPL9,0.2878787878787879,66,66,True,True
OSCP1,0.14285714285714285,77,77,True,True
OSGEP,0.29896907216494845,97,97,True,True
OSGEPL1,0.29411764705882354,102,102,True,True
OSTC,0.46938775510204084,49,49,True,True
OSTF1,0.2786885245901639,61,61,True,True
OSTM1,0.19148936170212766,47,47,True,True
OTUB1,0.6235294117647059,85,85,True,True
OTUD4,0.6111111111111112,54,54,True,True
OTUD6B,0.46875,160,160,True,True
OTUD7B,0.3010204081632653,196,196,True,True
OTULIN,0.7741935483870968,186,186,True,True
OVCA2,0.20930232558139536,43,43,True,True
OXA1L,0.5842696629213483,89,89,True,True
OXCT1,0.27956989247311825,186,186,True,True
OXLD1,0.21739130434782608,115,115,True,True
OXNAD1,0.2553191489361702,47,47,True,True
OXR1,0.2529411764705882,170,170,True,True
OXSM,0.14893617021276595,47,47,True,True
OXSR1,0.2222222222222222,45,45,True,True
P2RX4,0.16494845360824742,97,97,True,True
P3H1,0.8953488372093024,86,86,True,True
P3H2,0.4251497005988024,167,167,True,True
P3H3,0.6642335766423357,137,137,True,True
P3H4,0.8648648648648649,111,111,True,True
P4HA1,1.0,69,69,True,True
P4HA2,0.9056603773584906,106,106,True,True
P4HB,0.8947368421052632,114,114,True,True
P4HTM,0.5952380952380952,42,42,True,True
PA2G4,0.8333333333333334,120,120,True,True
PAAF1,0.46464646464646464,99,99,True,True
PABPC1,0.8546511627906976,172,172,True,True
PABPC4,0.5862068965517241,87,87,True,True
PACS1,0.23232323232323232,99,99,True,True
PACS2,0.09411764705882353,85,85,True,True
PACSIN2,0.15254237288135594,59,59,True,True
PACSIN3,0.03125,64,64,True,True
PADI2,0.208955223880597,67,67,True,True
PADI4,0.23529411764705882,68,68,True,True
PAF1,0.7744360902255639,133,133,True,True
PAFAH1B1,0.18181818181818182,44,44,True,True
PAFAH1B2,0.3150684931506849,73,73,True,True
PAFAH1B3,0.7575757575757576,99,99,True,True
PAFAH2,0.08333333333333333,60,60,True,True
PAG1,0.19078947368421054,152,152,True,True
PAICS,0.8734177215189873,79,79,True,True
PAIP1,0.6978021978021978,182,182,True,True
PAIP2,0.5384615384615384,117,117,True,True
PAIP2B,0.125,120,120,True,True
PAK1,0.6702127659574468,94,94,True,True
PAK1IP1,0.826530612244898,98,98,True,True
PAK2,0.6923076923076923,169,169,True,True
PAK4,0.417910447761194,134,134,True,True
PALD1,0.07352941176470588,68,68,True,True
PALLD,0.22448979591836735,49,49,True,True
PALM,0.0,77,77,True,True
PALM3,0.05813953488372093,86,86,True,True
PALMD,0.015151515151515152,66,66,True,True
PAM,0.5,86,86,True,True
PAMR1,0.16666666666666666,66,66,True,True
PAN2,0.2857142857142857,119,119,True,True
PAN3,0.2692307692307692,52,52,True,True
PANK2,0.14074074074074075,135,135,True,True
PANK4,0.11290322580645161,62,62,True,True
PAPLN,0.011764705882352941,85,85,True,True
PAPOLA,0.927710843373494,83,83,True,True
PAPSS1,0.5,48,48,True,True
PAPSS2,0.2,60,60,True,True
PARD3,0.29213483146067415,89,89,True,True
PARD3B,0.0,93,93,True,True
PARD6B,0.06493506493506493,154,154,True,True
PARK7,0.1875,64,64,True,True
PARL,0.4858757062146893,177,177,True,True
PARN,0.8785046728971962,107,107,True,True
PARP1,0.8152173913043478,184,184,True,True
PARP10,0.39634146341463417,164,164,True,True
PARP12,0.4729064039408867,203,203,True,True
PARP14,0.7899159663865546,119,119,True,True
PARP2,0.5473684210526316,95,95,True,True
PARP4,0.6326530612244898,49,49,True,True
PARP9,0.8333333333333334,120,120,True,True
PARS2,0.16176470588235295,68,68,True,True
PARVA,0.0,65,65,True,True
PARVB,0.05263157894736842,57,57,True,True
PARVG,0.25,56,56,True,True
PATL1,0.8481012658227848,79,79,True,True
PAWR,0.0990990990990991,111,111,True,True
PAXBP1,0.8666666666666667,75,75,True,True
PAXIP1,0.395,200,200,True,True
PBLD,0.08571428571428572,70,70,True,True
PBRM1,0.627906976744186,43,43,True,True
PBX1,0.025510204081632654,196,196,True,True
PBXIP1,0.6565656565656566,198,198,True,True
PC,0.3177570093457944,107,107,True,True
PCBD1,0.08823529411764706,68,68,True,True
PCBD2,0.23636363636363636,110,110,True,True
PCBP1,0.3865546218487395,119,119,True,True
PCBP2,0.5446428571428571,112,112,True,True
PCCA,0.043478260869565216,69,69,True,True
PCCB,0.014925373134328358,134,134,True,True
PCDH1,0.0847457627118644,118,118,True,True
PCF11,0.8064516129032258,93,93,True,True
PCGF5,0.3559322033898305,59,59,True,True
PCID2,0.7466666666666667,75,75,True,True
PCIF1,0.25170068027210885,147,147,True,True
PCK2,0.11904761904761904,84,84,True,True
PCM1,0.5892857142857143,56,56,True,True
PCMT1,0.0625,48,48,True,True
PCMTD1,0.15384615384615385,130,130,True,True
PCNA,0.8805970149253731,134,134,True,True
PCNP,0.6936936936936937,111,111,True,True
PCNT,0.2,65,65,True,True
PCOLCE,0.2895927601809955,221,221,True,True
PCSK9,0.14705882352941177,68,68,True,True
PCTP,0.1623931623931624,117,117,True,True
PCYOX1,0.01680672268907563,119,119,True,True
PCYOX1L,0.2809917355371901,121,121,True,True
PCYT1A,0.7305389221556886,167,167,True,True
PCYT2,0.07894736842105263,114,114,True,True
PDAP1,0.6272727272727273,220,220,True,True
PDCD10,0.2808988764044944,178,178,True,True
PDCD11,0.875,56,56,True,True
PDCD2,0.7346938775510204,49,49,True,True
PDCD2L,0.8253968253968254,126,126,True,True
PDCD4,0.16666666666666666,60,60,True,True
PDCD5,0.7109375,128,128,True,True
PDCD6,0.6031746031746031,189,189,True,True
PDCD6IP,0.21739130434782608,46,46,True,True
PDCL,0.2542372881355932,59,59,True,True
PDCL3,0.8301886792452831,106,106,True,True
PDE12,0.17073170731707318,41,41,True,True
PDE2A,0.02,100,100,True,True
PDE3A,0.1276595744680851,141,141,True,True
PDE4D,0.17857142857142858,84,84,True,True
PDE4DIP,0.36597938144329895,194,194,True,True
PDE5A,0.041666666666666664,48,48,True,True
PDE6D,0.25925925925925924,81,81,True,True
PDF,0.2653061224489796,98,98,True,True
PDGFRB,0.09836065573770492,122,122,True,True
PDHB,0.0,42,42,True,True
PDHX,0.22058823529411764,68,68,True,True
PDIA3,0.7843137254901961,51,51,True,True
PDIA4,0.8374384236453202,203,203,True,True
PDIA5,0.6554621848739496,119,119,True,True
PDIA6,0.6339285714285714,112,112,True,True
PDK1,0.7090909090909091,110,110,True,True
PDK2,0.0,127,127,True,True
PDLIM1,0.2833333333333333,60,60,True,True
PDLIM2,0.0,59,59,True,True
PDLIM3,0.12,50,50,True,True
PDLIM4,0.38317757009345793,107,107,True,True
PDLIM5,0.3137254901960784,51,51,True,True
PDLIM7,0.08461538461538462,130,130,True,True
PDP1,0.21818181818181817,165,165,True,True
PDPK1,0.3979591836734694,98,98,True,True
PDPR,0.3333333333333333,96,96,True,True
PDRG1,0.5602409638554217,166,166,True,True
PDS5A,0.8840579710144928,69,69,True,True
PDS5B,0.2549019607843137,51,51,True,True
PDSS2,0.19148936170212766,47,47,True,True
PDXDC1,0.7129629629629629,108,108,True,True
PDXK,0.21739130434782608,69,69,True,True
PDXP,0.03571428571428571,56,56,True,True
PDZD8,0.3333333333333333,63,63,True,True
PEA15,0.10344827586206896,203,203,True,True
PEAK1,0.0,62,62,True,True
PEBP1,0.020202020202020204,99,99,True,True
PECAM1,0.023809523809523808,126,126,True,True
PECR,0.0963855421686747,83,83,True,True
PEF1,0.208955223880597,67,67,True,True
PEG10,0.3004484304932735,223,223,True,True
PELO,0.5490196078431373,102,102,True,True
PELP1,0.6428571428571429,42,42,True,True
PEPD,0.18110236220472442,127,127,True,True
PES1,0.9701492537313433,67,67,True,True
PEX1,0.39823008849557523,226,226,True,True
PEX11B,0.15979381443298968,194,194,True,True
PEX14,0.4153846153846154,65,65,True,True
PEX16,0.30158730158730157,63,63,True,True
PEX19,0.5771144278606966,201,201,True,True
PEX3,0.48,50,50,True,True
PEX5,0.14705882352941177,136,136,True,True
PEX6,0.1588785046728972,107,107,True,True
PEX7,0.0392156862745098,51,51,True,True
PF4,0.07692307692307693,65,65,True,True
PFAS,0.475,40,40,True,True
PFDN1,0.6752136752136753,117,117,True,True
PFDN2,0.6666666666666666,201,201,True,True
PFDN4,0.3987341772151899,158,158,True,True
PFDN5,0.8648648648648649,111,111,True,True
PFDN6,0.845360824742268,97,97,True,True
PFKFB2,0.20526315789473684,190,190,True,True
PFKFB3,0.8214285714285714,84,84,True,True
PFKL,0.5873015873015873,63,63,True,True
PFKM,0.08849557522123894,113,113,True,True
PFKP,0.9,80,80,True,True
PFN1,0.5,42,42,True,True
PFN2,0.46875,160,160,True,True
PGAM1,0.7419354838709677,62,62,True,True
PGAM2,0.09954751131221719,221,221,True,True
PGAM5,0.5517241379310345,87,87,True,True
PGD,0.3333333333333333,66,66,True,True
PGGT1B,0.32978723404255317,94,94,True,True
PGK2,0.42857142857142855,98,98,True,True
PGLS,0.30851063829787234,94,94,True,True
PGLYRP1,0.25555555555555554,90,90,True,True
PGLYRP2,0.043010752688172046,93,93,True,True
PGM1,0.16129032258064516,62,62,True,True
PGM2,0.1875,64,64,True,True
PGM2L1,0.68,100,100,True,True
PGM3,0.7818181818181819,55,55,True,True
PGM5,0.012658227848101266,79,79,True,True
PGP,0.5353535353535354,99,99,True,True
PGPEP1,0.25806451612903225,93,93,True,True
PGRMC2,0.40816326530612246,49,49,True,True
PGS1,0.17117117117117117,111,111,True,True
PHACTR2,0.1,50,50,True,True
PHACTR4,0.16393442622950818,61,61,True,True
PHAX,0.8349514563106796,103,103,True,True
PHB,0.36666666666666664,120,120,True,True
PHB2,0.39705882352941174,136,136,True,True
PHC2,0.5909090909090909,66,66,True,True
PHC3,0.3675675675675676,185,185,True,True
PHF1,0.14285714285714285,98,98,True,True
PHF10,0.574468085106383,47,47,True,True
PHF14,0.7911111111111111,225,225,True,True
PHF2,0.3050847457627119,59,59,True,True
PHF20L1,0.5909090909090909,176,176,True,True
PHF21A,0.42857142857142855,63,63,True,True
PHF23,0.7045454545454546,44,44,True,True
PHF3,0.7349397590361446,83,83,True,True
PHF5A,0.6666666666666666,60,60,True,True
PHGDH,0.28,75,75,True,True
PHIP,0.6779661016949152,59,59,True,True
PHKB,0.6796116504854369,103,103,True,True
PHKG2,0.46846846846846846,111,111,True,True
PHLDA1,0.45454545454545453,110,110,True,True
PHLDA3,0.31413612565445026,191,191,True,True
PHLDB1,0.0547945205479452,73,73,True,True
PHLDB2,0.18018018018018017,111,111,True,True
PHPT1,0.19672131147540983,61,61,True,True
PHRF1,0.8163265306122449,49,49,True,True
PHYH,0.21686746987951808,83,83,True,True
PHYHD1,0.0,60,60,True,True
PHYKPL,0.2734375,128,128,True,True
PI16,0.010101010101010102,99,99,True,True
PI4K2A,0.4406779661016949,59,59,True,True
PI4K2B,0.3157894736842105,57,57,True,True
PI4KA,0.0963855421686747,83,83,True,True
PI4KB,0.65,200,200,True,True
PIAS1,0.2711864406779661,59,59,True,True
PIBF1,0.2647058823529412,68,68,True,True
PICALM,0.10227272727272728,88,88,True,True
PICK1,0.12280701754385964,57,57,True,True
PID1,0.024691358024691357,81,81,True,True
PIEZO1,0.24050632911392406,79,79,True,True
PIGG,0.49122807017543857,57,57,True,True
PIGK,0.6229508196721312,61,61,True,True
PIGN,0.5,54,54,True,True
PIGO,0.46835443037974683,79,79,True,True
PIGR,0.18085106382978725,188,188,True,True
PIGS,0.6476190476190476,105,105,True,True
PIGT,0.8648648648648649,148,148,True,True
PIGU,0.7134146341463414,164,164,True,True
PIH1D1,0.4673913043478261,92,92,True,True
PIK3AP1,0.38333333333333336,60,60,True,True
PIK3C2A,0.4126984126984127,63,63,True,True
PIK3C2B,0.15346534653465346,202,202,True,True
PIK3C3,0.15384615384615385,65,65,True,True
PIK3CA,0.2802197802197802,182,182,True,True
PIK3CB,0.34265734265734266,143,143,True,True
PIK3CD,0.2222222222222222,63,63,True,True
PIK3CG,0.2132701421800948,211,211,True,True
PIK3R1,0.14634146341463414,82,82,True,True
PIK3R2,0.5714285714285714,91,91,True,True
PIK3R4,0.2265625,128,128,True,True
PIKFYVE,0.2111111111111111,90,90,True,True
PIN1,0.18072289156626506,83,83,True,True
PIP4K2A,0.07142857142857142,84,84,True,True
PIP4K2B,0.11403508771929824,114,114,True,True
PIP4K2C,0.352,125,125,True,True
PIP5K1A,0.255,200,200,True,True
PIP5K1C,0.02702702702702703,74,74,True,True
PISD,0.3384615384615385,65,65,True,True
PITHD1,0.1,60,60,True,True
PITPNA,0.10869565217391304,46,46,True,True
PITPNB,0.835820895522388,67,67,True,True
PITPNC1,0.25806451612903225,124,124,True,True
PITPNM1,0.45871559633027525,109,109,True,True
PITRM1,0.4625,80,80,True,True
PJA2,0.3522727272727273,88,88,True,True
PKD2,0.37037037037037035,54,54,True,True
PKIG,0.02027027027027027,148,148,True,True
PKLR,0.02512562814070352,199,199,True,True
PKM,0.8688524590163934,61,61,True,True
PKN1,0.26666666666666666,90,90,True,True
PKN2,0.4166666666666667,60,60,True,True
PKNOX1,0.2898550724637681,69,69,True,True
PKP2,0.36486486486486486,148,148,True,True
PKP4,0.16037735849056603,106,106,True,True
PLA2G12A,0.46808510638297873,47,47,True,True
PLA2G15,0.10526315789473684,95,95,True,True
PLA2G2A,0.016129032258064516,62,62,True,True
PLA2G4A,0.41798941798941797,189,189,True,True
PLAA,0.9,50,50,True,True
PLAC9,0.028985507246376812,69,69,True,True
PLAT,0.08403361344537816,119,119,True,True
PLAU,0.7681159420289855,69,69,True,True
PLAUR,0.5510204081632653,98,98,True,True
PLBD1,0.22556390977443608,133,133,True,True
PLBD2,0.21428571428571427,98,98,True,True
PLCB1,0.06870229007633588,131,131,True,True
PLCB2,0.17391304347826086,46,46,True,True
PLCB3,0.18823529411764706,85,85,True,True
PLCB4,0.18248175182481752,137,137,True,True
PLCD1,0.044444444444444446,45,45,True,True
PLCD3,0.09174311926605505,109,109,True,True
PLCG1,0.25170068027210885,147,147,True,True
PLCG2,0.26506024096385544,83,83,True,True
PLCH1,0.30246913580246915,162,162,True,True
PLCL1,0.0,99,99,True,True
PLCL2,0.0425531914893617,47,47,True,True
PLD1,0.5054347826086957,184,184,True,True
PLD2,0.23809523809523808,42,42,True,True
PLD3,0.19166666666666668,120,120,True,True
PLEC,0.3902439024390244,164,164,True,True
PLEK,0.17073170731707318,123,123,True,True
PLEKHA1,0.703125,64,64,True,True
PLEKHA2,0.35537190082644626,121,121,True,True
PLEKHA3,0.4056603773584906,106,106,True,True
PLEKHA5,0.4316546762589928,139,139,True,True
PLEKHA6,0.21105527638190955,199,199,True,True
PLEKHA7,0.030303030303030304,66,66,True,True
